title,price,monthday,year,room,m2,location
DİNÇER GYD-İYAŞA 5DK B.MAKİNE KONSEPT 1+0 DAİRE HERŞEY DHL 12000,12.000 TL,19 Kasım,2025,Stüdyo (1+0),50,"Anadolu
Bahçelievler Mh."
DİNÇER GYD-İYAŞA 1DK MESAFE KONSEPT 1+1 AİDAT NET DAHİL 11.500₺,11.500 TL,19 Kasım,2025,2+0,55,"Anadolu
Fatih Mah."
ÇÜNÜR MAHALLESİNDE KİRALIK EŞYALI 2+1 APART,10.000 TL,16 Kasım,2025,2+1,50,"Anadolu
Çünür Mh."
ISPARTA MERKEZ BELEDİYE MEYDAN AVM'YE YAKIN 3+1 EŞYALI YKİRALIK,16.000 TL,19 Kasım,2025,3+1,110,"Kutlubey
Pirimehmet Mah."
"ISPARTA MERKEZ FATİH MH. 1+0, 35 M2, YAKIT DAH. KİRALIK APART D.",6.500 TL,15 Kasım,2025,Stüdyo (1+0),35,"Anadolu
Fatih Mah."
IŞIKKENT MAHALLESİ KİRALIK 3+1 ARA KAT DAİRE,12.000 TL,14 Kasım,2025,3+1,130,"Kutlubey
Işıkkent Mh."
ISUBÜ MEYDAN AVM YAKINI 1+1 KİRALIK APART,10.000 TL,14 Kasım,2025,1+1,55,"Kutlubey
Hızırbey Mh."
SAHİBİNDEN KİRALIK OFİS & KONUT,24.000 TL,14 Kasım,2025,1+1,60,"Anadolu
Bahçelievler Mh."
IYAŞ AVM KARŞISI 1+1 BALKONLU ASANSÖRLÜ 45 M2 SIFIR LÜX OFİS,24.000 TL,14 Kasım,2025,1+1,51,"Anadolu
Bahçelievler Mh."
ZİHNİ BEY GAYRİMENKUL'DEN EŞYALI 2+1 ÇARŞI MERKEZİNDE DAİRE,11.000 TL,14 Kasım,2025,2+1,45,"Kepeci
Sermet Mah."
BAŞKENT EMLAK'TAN İYAŞ AVM YAKINI GENİŞ 1+1 KİRALIK APART,13.000 TL,14 Kasım,2025,1+1,50,"Anadolu
Fatih Mah."
SERMET MAH 3+1 ÇAYBOYU YANI KİRALIK DAİRE,28.000 TL,14 Kasım,2025,3+1,160,"Kepeci
Sermet Mah."
Kiralik 2+1 ÇATI KATI,9.000 TL,14 Kasım,2025,2+1,100,"Anadolu
Yedişehitler Mh."
TIP FAKÜLTESİ KARŞISI 1+1 APART,12.000 TL,15 Kasım,2025,1+1,45,"Anadolu
Çünür Mh."
YENİ ŞEHİR ÇÜNÜRDE KİRALIK APART,11.000 TL,14 Kasım,2025,2+1,60,"Anadolu
Çünür Mh."
kiralık apart,13.000 TL,16 Kasım,2025,1+1,50,"Anadolu
Çünür Mh."
HAN EMLAKTAN SERMET'TE 2+1 LUKS APART,13.000 TL,14 Kasım,2025,2+1,55,"Kepeci
Sermet Mah."
GÜLİSTAN MAHALLESİ KİRALIK 2+1 DAİRE,13.500 TL,15 Kasım,2025,2+1,100,"Kutlubey
Gülistan Mh."
OKÇU EMLAKTAN CAMLI CAMİİ ÜZERİ KİRALIK DAİRE,15.000 TL,14 Kasım,2025,2+1,110,"Kutlubey
Hızırbey Mh."
GEF GAYRİMENKULDEN KİRALIK SIFIR 4+1 KİLERLİ GİYİNME ODALI DAİRE,35.000 TL,15 Kasım,2025,4+1,200,"Anadolu
Muzaffer Türkeş Mh."
IŞIKKENT MAH. NAZ KONAKLARINDA KİRALIK DAİRE,21.000 TL,14 Kasım,2025,3+1,145,"Kutlubey
Işıkkent Mh."
PEKŞEN EMLAK'TAN MERKEZDE 2+1 50 M2 YAKIT İNT. DAHİL ASANSÖRLÜ,12.000 TL,14 Kasım,2025,2+1,50,"Kutlubey
Pirimehmet Mah."
FATİH MAHALLESİNDE CAM BALKONLU 2. KATTA KİRALIK 3+1 DAİRE,20.000 TL,15 Kasım,2025,3+1,150,"Anadolu
Fatih Mah."
PEKŞEN EMLAK'TAN İYAŞ AVM CİVARINDA GENİŞ APART DAİRE,12.000 TL,14 Kasım,2025,2+1,50,"Anadolu
Bahçelievler Mh."
PEKŞEN EMLAK'TAN SANAYİİ MAH.DE 1+1 APART DAİRE,9.000 TL,14 Kasım,2025,1+1,45,"Anadolu
Sanayi Mah."
ZİHNİ BEY GAYRİMENKUL'DEN SİTE İÇİNDE 4+1 LÜKS DAİREMİZ,30.000 TL,14 Kasım,2025,4+1,195,"Kutlubey
Gülistan Mh."
ZİHNİ BEY GAYRİMENKUL'DEN KİRALIK 3+1 ARAKAT DAİRE,20.000 TL,14 Kasım,2025,3+1,145,"Anadolu
Modern Evler Mah."
MACRO GAYRİMENKUL'DEN KİRALIK 1+0 KİRALIK APART,7.250 TL,14 Kasım,2025,Stüdyo (1+0),35,"Anadolu
Yedişehitler Mh."
ISPARTA MERKEZ MEYDAN AVM'YE YAKIN 1+1 HERŞEY DAHİL EŞYALI KİRAL,9.000 TL,17 Kasım,2025,1+1,50,"Kutlubey
Hızırbey Mh."
DİNÇER GYD-FATİH MAH BAHÇE KAT 1+0 STÜDYO DAİRE 6500₺,6.500 TL,19 Kasım,2025,Stüdyo (1+0),35,"Anadolu
Fatih Mah."
PARLAİS EMLAKTAN FATİHTE 2+1 KİRALIK EŞYALI APART DAİRE,12.000 TL,15 Kasım,2025,2+1,55,"Anadolu
Fatih Mah."
** ̇̇ SAHİBİNDEN 2+1 KİRALIK DAİRE,15.750 TL,14 Kasım,2025,2+1,90,"Anadolu
Çünür Mh."
ÇELİKEV GAYRİMENKUL'DEN ÖZKANLARDA ARAKAT HER ŞEY DAHİL 1+1 APAR,12.000 TL,13 Kasım,2025,1+1,50,"Anadolu
Sanayi Mah."
ISPARTA MERKEZ 1+1 BELEDİYEYE MEYDAN AVMYE YAKIN EŞYALI KİRALIK,9.000 TL,18 Kasım,2025,1+1,45,"Kutlubey
Pirimehmet Mah."
KARABAY EMLAKTAN BATIKENTTE 3+1 KİRALIK DAİRE,13.500 TL,13 Kasım,2025,3+1,120,"Kutlubey
Batıkent Mh."
2+0 SAHİBİNDEN TEMİZ KİRALIK DAİRE,10.000 TL,13 Kasım,2025,2+0,55,"Anadolu
Sanayi Mah."
32 ARTIBİR EMLAKTAN ÇÜNÜRDE TIP FAKÜLTESİ KARŞISI 181M2 ARAKAT,30.000 TL,20 Kasım,2025,3+1,181,"Anadolu
Çünür Mh."
ÇÜNÜR MAHALLESİNDE 2+1 KİRALIK EŞYALI APART,11.000 TL,14 Kasım,2025,2+1,50,"Anadolu
Çünür Mh."
İSUBU KARŞISINDA 3+1 KİRALIK OFİS/DAİRE CADDE ÜZERİNDE,22.000 TL,13 Kasım,2025,3+1,150,"Kutlubey
Hızırbey Mh."
ISPARTA MERKEZ ÇÜNÜR 1+0 GENİŞ HERŞEY DAHİL APART.,10.000 TL,19 Kasım,2025,Stüdyo (1+0),20,"Anadolu
Çünür Mh."
ISPARTA MERKEZ ÇÜNÜR GENİŞ 1+0 HERŞEY DAHİL APART.,10.000 TL,19 Kasım,2025,Stüdyo (1+0),20,"Anadolu
Çünür Mh."
SAHİBİNDEN kiralık Koçal Yaşam Sitesi,35.000 TL,15 Kasım,2025,4+1,211,"Anadolu
Sanayi Mah."
YENİ ISIBU YANI KİRALIK 1+1,11.000 TL,13 Kasım,2025,1+1,55,"Kutlubey
Hızırbey Mh."
ISPARTA MERKEZ FATİH MAH. KİRALIK 1+0 EŞYALI L7KS APART,7.000 TL,19 Kasım,2025,Stüdyo (1+0),30,"Anadolu
Fatih Mah."
HALIKENT MAHALLESİNDE KİRALIK 3+1 BAKIMLI MASRAFSIZ DAİRE,12.000 TL,13 Kasım,2025,3+1,130,"Çelebiler
Halıkent Mh."
AKYOL EMLAKTAN BAĞLAR MAH KİRALIK 2+1,15.000 TL,14 Kasım,2025,2+1,110,"Kutlubey
Bağlar Mh."
YENİ ISUBÜ VE MEYDAN AVM YANINDA BAHÇE KAT 1+1 KİRALK APRT 9.000,9.000 TL,13 Kasım,2025,1+1,45,"Kutlubey
Bağlar Mh."
ÇÜNÜR MAH 1+1 KİRALIK CADDE ÜZERİ EŞYALI DAİRE,12.500 TL,14 Kasım,2025,1+1,55,"Anadolu
Çünür Mh."
Isparta kiralık kız öğrenci apart daire,14.000 TL,13 Kasım,2025,2+1,35,"Anadolu
Bahçelievler Mh."
SAHİBİNDEN HERŞEY DAHİL EŞYALI APART,12.500 TL,13 Kasım,2025,2+0,45,"Anadolu
Çünür Mh."
ÇÜNÜR METRO VİZYON KİRALIK 3+1 LÜKS DAİRE,30.000 TL,13 Kasım,2025,3+1,145,"Anadolu
Çünür Mh."
kiralık yeni 2+1 geniş daire,17.500 TL,13 Kasım,2025,2+1,90,"Kutlubey
Işıkkent Mh."
VATAN MAHALLESİNDE KİRALIK SIFIR 2+1 DAİRE,16.000 TL,13 Kasım,2025,2+1,100,"Çelebiler
Vatan Mah."
Çarşı ve Yeni Üniversite yakını Apart,8.750 TL,13 Kasım,2025,1+1,50,"Kutlubey
Hızırbey Mh."
KULE246'DA 1+1 KİRALIK LÜX SIFIR EŞYALI STÜDYO DAİRELER,16.000 TL,18 Kasım,2025,1+1,55,"Kepeci
Davraz Mah."
Güneş Gayrimenkul'den Çünür'de Lüks Eşyalı 2+1,27.000 TL,13 Kasım,2025,2+1,90,"Anadolu
Çünür Mh."
ÇÜNÜR MAHALLESİ ULTRA LÜKS EŞYALI 2+1 KİRALIK DAİRE,25.000 TL,16 Kasım,2025,2+1,75,"Anadolu
Çünür Mh."
TOKİ EVLERİNDE GENİŞ 3+1 TADİLATLI SAHİBİNDEN,18.000 TL,13 Kasım,2025,3+1,140,"Merkez
Akkent Mah."
KİRALIK MÜSTAKİL TRİPLEKS,29.000 TL,13 Kasım,2025,5+2,200,"Kutlubey
Batıkent Mh."
ISPARTA MERKEZ MEYDAN AVM'YE YAKIN 1+1 EŞYALI APART,9.000 TL,17 Kasım,2025,1+1,45,"Kutlubey
Hızırbey Mh."
DİNÇER GYD-İYAŞA 1DK 1 ODA 1 MUTFAK DAİRE YAKIT NET 7500TL,7.500 TL,19 Kasım,2025,Stüdyo (1+0),35,"Anadolu
Fatih Mah."
ŞEHİR HASTAHANESİNE YÜRÜME MESAFESİNDE KİRALIK LÜKS 1+0 APART,9.000 TL,14 Kasım,2025,Stüdyo (1+0),28,"Kepeci
İstiklal Mh."
SIFIR 3+1 FATİH MAHALLESİ İYAŞ AVM YÜRÜME MESAFESİ KİRALIK,28.000 TL,12 Kasım,2025,3+1,130,"Anadolu
Fatih Mah."
GEF GAYRİMENKUL'den BATIKENTTE KİRALIK 2+1 DAİRE,12.500 TL,12 Kasım,2025,2+1,90,"Kutlubey
Batıkent Mh."
GEF GAYRİMENKULDEN KİRALIK ULTRA LÜX 1+1 BALKONLU SUİT DAİRE,20.000 TL,12 Kasım,2025,1+1,50,"Anadolu
Fatih Mah."
ISPARTA MERKEZ MEYDAN AVM'YE YAKIN 2+1 EŞYALI APART,11.000 TL,18 Kasım,2025,2+1,55,"Kutlubey
Pirimehmet Mah."
Sahibinden Kiralık,12.000 TL,12 Kasım,2025,3+1,110,"Çelebiler
Gülcü Mh."
ÇARŞI MERKEZ 1+0 STÜDYO YAKIT NET DAHİL,6.500 TL,12 Kasım,2025,Stüdyo (1+0),30,"Çelebiler
İskender Mh."
DAVRAZ MİGROS KARŞISI 3+1 KİRALIK,22.500 TL,12 Kasım,2025,3+1,160,"Kepeci
Karaağaç Mh."
Şehir merkezinde 2+1,11.000 TL,12 Kasım,2025,2+1,100,Kepeci
KİRALIK APART,11.000 TL,12 Kasım,2025,1+1,60,"Anadolu
Yedişehitler Mh."
"ISPARTA MERKEZ FATİH MH. 2+1, 45 M2, EŞYALI KİRALIK APART DAİRE",10.000 TL,14 Kasım,2025,2+1,45,"Anadolu
Fatih Mah."
FATİH MAH.SIFIR KİRALIK 2+1 DAİRE,23.999 TL,12 Kasım,2025,2+1,120,"Anadolu
Fatih Mah."
Eşyalı mükemmel konum 2+1,13.000 TL,12 Kasım,2025,2+1,55,"Anadolu
Çünür Mh."
FATİH SPOR SALONUNUN 500mt ÜSTÜNDE KİRALIK LÜKS 3+1 ARAKAT DAİRE,25.000 TL,13 Kasım,2025,3+1,150,"Anadolu
Muzaffer Türkeş Mh."
KİRALIK DAİRE,17.000 TL,12 Kasım,2025,2+1,100,"Çelebiler
Vatan Mah."
ISPARTA MERKEZ ÇÜNÜR 1+0 GENİŞ HERŞEY DAHİL APART.,10.000 TL,19 Kasım,2025,Stüdyo (1+0),20,"Anadolu
Çünür Mh."
ISPARTA MERKEZ ÇÜNÜR GENİŞ 1+0 HERŞEY DAHİL APART.,10.000 TL,19 Kasım,2025,Stüdyo (1+0),20,"Anadolu
Çünür Mh."
BAHÇELİEVLERDE KİRALIK 1+1 APART,6.500 TL,12 Kasım,2025,1+1,50,"Anadolu
Bahçelievler Mh."
ÖZKANLAR KAVŞAĞINDA 1+1 KİRALIK APART,9.000 TL,12 Kasım,2025,1+1,45,"Kutlubey
Pirimehmet Mah."
ZAFER MAH.SİTE İÇİ ARA KAT KUZEY DOĞU CEPHE SIFIR KİRALIK DAİRE,20.000 TL,12 Kasım,2025,3+1,134,"Anadolu
Zafer Mah."
ÖZKANLAR KAVŞAĞINDA KIZ APART DAİRE ŞEHİR HASTANESİ MEVKİ,14.000 TL,12 Kasım,2025,2+0,75,"Kepeci
İstiklal Mh."
IYAŞ'A 2 DK UZAKLIKTA EŞYALI APART,11.000 TL,12 Kasım,2025,2+0,50,"Anadolu
Bahçelievler Mh."
ÜNİVERSİTE MEVKİ SAHİBİNDEN LÜX EŞYALI KİRALIK 1+1 APART,12.000 TL,12 Kasım,2025,1+1,40,"Anadolu
Çünür Mh."
YENİ OTOGAR KARŞISI SAHİBİNDEN KİRALIK (3+1),27.000 TL,12 Kasım,2025,3+1,145,"Anadolu
Çünür Mh."
Sahibinden uygun fiyata Divapark sitesinde lüks arakat,12.000 TL,14 Kasım,2025,1+1,45,"Anadolu
Yedişehitler Mh."
Isparta Pirimehmet Mahallesinde 1+0 FULL EŞYALI Bayan APART,6.000 TL,12 Kasım,2025,Stüdyo (1+0),45,"Kutlubey
Pirimehmet Mah."
ERÜLSOLAK EMLAKTAN ÇARŞIDA KESİKBAŞ İYAŞ YANINDA KİRALIK DAİRE..,22.000 TL,12 Kasım,2025,3+1,150,"Çelebiler
Gazi Kemal Mah."
SAĞLIK PARKI YANI KİRALIK 2+1 APART,14.000 TL,12 Kasım,2025,2+1,50,"Anadolu
Modern Evler Mah."
RAMADA ARKASI 1+1 BAHÇE KATI APART,7.000 TL,12 Kasım,2025,1+1,35,"Anadolu
Bahçelievler Mh."
YEDİŞEHİTLERDE KİRALIK 2+1 APART,10.000 TL,12 Kasım,2025,2+1,45,"Anadolu
Yedişehitler Mh."
LİDER EMLAK Fatih mah balkonlu 1+1 yakıt int dahil 12.000₺,12.000 TL,15 Kasım,2025,1+1,50,"Anadolu
Fatih Mah."
VİSTA'DAN SDÜ HASTANE YAKINI KİRALIK 1+1 LÜKS APART,12.000 TL,13 Kasım,2025,1+1,55,"Anadolu
Çünür Mh."
YEDİŞEHİTLER DE 1+0 EŞYALI BALKONLU KİRALIK APART,7.500 TL,12 Kasım,2025,Stüdyo (1+0),35,"Anadolu
Yedişehitler Mh."
HIZIRBEYDE CADDE ÜZERİNDE 3+1 FERAH KİRALIK DAİRE,26.000 TL,12 Kasım,2025,3+1,150,"Kutlubey
Hızırbey Mh."
ISPARTA MERKEZ ANADOLU MAH. GÜLTEK EVL. KİRALIK 3+1 DAİRE,10.000 TL,12 Kasım,2025,3+1,130,Anadolu
ÇÜNÜR MAHALLESİ SDÜ YÜRÜME MESAFESİNDE 1+1 KİRALIK DAİRE,11.000 TL,11 Kasım,2025,1+1,50,"Anadolu
Çünür Mh."
Güneş Gayrimenkul'den Çünür Mh Eşyalı 2+1 85m2 Balkonlu,22.000 TL,13 Kasım,2025,2+1,95,"Anadolu
Çünür Mh."
AYBAY GAYRİMENKUL DEN HIZIRBEY MAH 2+1 DAİRE,12.000 TL,12 Kasım,2025,2+1,100,"Kutlubey
Hızırbey Mh."
sahibinden kiralık 1+1 arakat apart,11.000 TL,12 Kasım,2025,1+1,60,"Anadolu
Çünür Mh."
Her şey dahil kız apartı cuma pazarı yakını,8.500 TL,12 Kasım,2025,Stüdyo (1+0),20,"Anadolu
Yedişehitler Mh."
ÜNİVERSİTE KARŞISINDA 1+1 SIFIR LÜKS KİRALIK STÜDYO DAİRE,12.000 TL,15 Kasım,2025,1+1,40,"Anadolu
Çünür Mh."
Meydan Avm Karşısı Kiralık 1+0 Herşey Dahil Cadde Üstü Apartlar,9.000 TL,13 Kasım,2025,Stüdyo (1+0),30,"Kutlubey
Pirimehmet Mah."
ISPARTA MERKEZ BELEDİYEYE YAKIN 2+1 EŞYALI KİRALIK APART,10.000 TL,18 Kasım,2025,2+1,55,"Kutlubey
Pirimehmet Mah."
Beka Emlak'tan Kiralık Tıp Fakültesi Karşısı 1+1,11.000 TL,11 Kasım,2025,1+1,40,"Anadolu
Çünür Mh."
BEKA EMLAK'TAN YENİ İSİBU YANI 2+0 APART,12.000 TL,12 Kasım,2025,2+1,45,"Kutlubey
Hızırbey Mh."
FK GRUP EMLAK'TAN ZAFER'de ARA KAT 2+0 EŞYALI APART,9.000 TL,12 Kasım,2025,2+0,50,"Anadolu
Zafer Mah."
FATİH MAHALLESİNDE İYAŞ AVM'YE YÜRÜYEREK 10 DK 2+0 APART,8.500 TL,11 Kasım,2025,2+0,50,"Anadolu
Fatih Mah."
32 ARTIBİR EMLAKTAN TIP FAKÜLTESİ KARŞISI 3+1 ARAKAT DAİRE,26.000 TL,19 Kasım,2025,3+1,166,"Anadolu
Çünür Mh."
Sahibinden Kiralik,20.000 TL,11 Kasım,2025,3+1,150,"Çelebiler
Ayazmana Mah."
ISPARTA MERKEZ BAHÇELİEVLERDE LÜKS APART,13.000 TL,14 Kasım,2025,2+0,45,"Anadolu
Fatih Mah."
ÇARŞI MERKEZE 7-8 DKK 2+0 YAKIT NET DAHİL,8.500 TL,11 Kasım,2025,2+0,50,"Kepeci
Karaağaç Mh."
KİRALIK SIFIR LÜKS 1+1 APART,14.500 TL,12 Kasım,2025,1+1,45,"Anadolu
Çünür Mh."
TEMİZ APART,12.500 TL,11 Kasım,2025,1+1,45,"Anadolu
Çünür Mh."
Apart 2+1 müstakil,16.000 TL,11 Kasım,2025,2+1,75,"Anadolu
Çünür Mh."
ISPARTA MERKEZ MEHMET TÖNGE MAH. 1+1 KİRALIK EŞYALI APART,10.000 TL,11 Kasım,2025,1+1,45,"Anadolu
Mehmet Tönge Mh."
ÇÜNÜR MAH. ÜNİ. MEVKİ SAHİBİNDEN LÜX EŞYALI 2+1 APART,15.000 TL,11 Kasım,2025,2+1,55,"Anadolu
Çünür Mh."
